datetime, co2-ccs811, co2-mhz, temp-bme280, temp-mhz 
2020-11-09T20:43:46,461,468,38,28.6,27.0
2020-11-09T20:43:56,569,461,38,28.6,27.0
2020-11-09T20:44:06,710,456,38,28.7,27.0
2020-11-09T20:44:16,710,455,38,28.7,27.0
2020-11-09T20:44:26,754,456,38,28.8,27.0
2020-11-09T20:44:36,688,457,38,28.8,27.0
2020-11-09T20:44:46,592,457,38,28.8,27.0
2020-11-09T20:44:56,520,461,38,28.8,27.0
2020-11-09T20:45:06,493,470,38,28.7,27.0
2020-11-09T20:45:16,472,470,38,28.7,27.0
2020-11-09T20:45:26,427,472,38,28.6,26.0
2020-11-09T20:45:36,420,469,38,28.7,26.0
2020-11-09T20:45:46,406,468,38,28.6,26.0
2020-11-09T20:45:56,400,472,38,28.6,26.0
2020-11-09T20:46:06,420,472,38,28.6,26.0
2020-11-09T20:46:16,450,461,38,28.6,26.0
2020-11-09T20:46:26,450,450,38,28.6,26.0
2020-11-09T20:46:36,502,448,38,28.6,26.0
2020-11-09T20:46:46,475,448,38,28.6,26.0
2020-11-09T20:46:56,418,448,38,28.6,26.0
2020-11-09T20:47:06,410,452,38,28.5,26.0
2020-11-09T20:47:16,400,456,38,28.5,26.0
2020-11-09T20:47:26,400,452,38,28.4,26.0
2020-11-09T20:47:36,420,447,38,28.4,26.0
2020-11-09T20:47:46,434,441,39,28.3,26.0
2020-11-09T20:47:56,420,440,38,28.3,26.0
2020-11-09T20:48:06,441,441,38,28.4,26.0
2020-11-09T20:48:16,423,442,38,28.4,26.0
2020-11-09T20:48:26,420,446,38,28.4,26.0
2020-11-09T20:48:36,480,446,38,28.5,26.0
2020-11-09T20:48:46,502,441,38,28.5,26.0
2020-11-09T20:48:56,552,437,38,28.5,26.0
2020-11-09T20:49:06,674,437,38,28.6,26.0
2020-11-09T20:49:16,580,440,38,28.5,26.0
2020-11-09T20:49:26,530,444,39,28.5,26.0
2020-11-09T20:49:36,552,451,39,28.4,26.0
2020-11-09T20:49:46,578,458,39,28.4,26.0
2020-11-09T20:49:56,592,454,39,28.3,26.0
2020-11-09T20:50:06,603,450,39,28.2,26.0
2020-11-09T20:50:16,620,448,39,28.2,26.0
2020-11-09T20:50:26,584,443,39,28.3,26.0
2020-11-09T20:50:36,710,441,39,28.3,26.0
2020-11-09T20:50:46,517,444,39,28.3,26.0
2020-11-09T20:50:56,493,440,39,28.3,26.0
2020-11-09T20:51:06,530,440,39,28.3,26.0
2020-11-09T20:51:16,523,442,39,28.4,26.0
2020-11-09T20:51:26,645,442,39,28.4,26.0
2020-11-09T20:51:36,542,450,38,28.4,26.0
2020-11-09T20:51:46,607,457,39,28.4,26.0
2020-11-09T20:51:56,615,457,38,28.5,26.0
2020-11-09T20:52:06,523,461,38,28.4,26.0
2020-11-09T20:52:16,486,469,39,28.3,26.0
2020-11-09T20:52:26,506,464,39,28.2,26.0
2020-11-09T20:52:36,560,457,39,28.2,26.0
2020-11-09T20:52:46,555,449,39,28.2,26.0
2020-11-09T20:52:56,641,439,39,28.3,26.0
2020-11-09T20:53:06,631,439,39,28.3,26.0
2020-11-09T20:53:16,757,442,39,28.4,26.0
2020-11-09T20:53:26,806,437,39,28.4,26.0
2020-11-09T20:53:36,765,436,39,28.4,26.0
2020-11-09T20:53:46,656,447,39,28.4,26.0
2020-11-09T20:53:56,607,456,38,28.4,26.0
2020-11-09T20:54:06,552,463,39,28.3,26.0
2020-11-09T20:54:16,482,473,39,28.2,26.0
2020-11-09T20:54:26,492,472,39,28.2,26.0
2020-11-09T20:54:36,466,465,39,28.2,26.0
2020-11-09T20:54:46,464,457,39,28.2,26.0
2020-11-09T20:54:56,514,455,39,28.2,26.0
2020-11-09T20:55:06,493,456,39,28.3,26.0
2020-11-09T20:55:16,478,456,39,28.3,26.0
2020-11-09T20:55:26,470,456,39,28.4,26.0
2020-11-09T20:55:36,450,461,39,28.4,26.0
2020-11-09T20:55:46,454,462,39,28.4,26.0
2020-11-09T20:55:56,462,463,39,28.4,26.0
2020-11-09T20:56:06,470,468,38,28.4,26.0
2020-11-09T20:56:16,475,475,38,28.4,26.0
2020-11-09T20:56:26,506,480,38,28.4,26.0
2020-11-09T20:56:36,530,480,38,28.4,26.0
2020-11-09T20:56:46,523,475,38,28.5,26.0
2020-11-09T20:56:56,502,472,38,28.5,26.0
2020-11-09T20:57:06,526,471,38,28.5,26.0
2020-11-09T20:57:16,475,468,38,28.5,26.0
2020-11-09T20:57:26,454,472,38,28.4,26.0
2020-11-09T20:57:36,462,475,38,28.4,26.0
2020-11-09T20:57:46,486,472,38,28.4,26.0
2020-11-09T20:57:56,526,475,38,28.4,26.0
2020-11-09T20:58:06,459,476,38,28.4,26.0
2020-11-09T20:58:16,459,472,38,28.4,26.0
2020-11-09T20:58:26,454,471,38,28.4,26.0
2020-11-09T20:58:36,450,475,38,28.4,26.0
2020-11-09T20:58:46,434,474,38,28.4,26.0
2020-11-09T20:58:56,420,475,38,28.3,26.0
2020-11-09T20:59:06,400,475,39,28.3,26.0
2020-11-09T20:59:16,400,474,39,28.3,26.0
2020-11-09T20:59:26,400,474,39,28.2,26.0
2020-11-09T20:59:36,414,474,39,28.1,26.0
2020-11-09T20:59:46,405,472,39,28.1,26.0
2020-11-09T20:59:56,407,467,39,28.1,26.0
2020-11-09T21:00:06,414,463,39,28.1,26.0
2020-11-09T21:00:16,402,462,39,28.1,26.0
2020-11-09T21:00:26,418,462,39,28.1,26.0
2020-11-09T21:00:36,405,466,39,28.1,26.0
2020-11-09T21:00:46,405,468,39,28.1,26.0
2020-11-09T21:00:56,416,468,39,28.1,26.0
2020-11-09T21:01:06,414,470,39,28.1,26.0
2020-11-09T21:01:16,439,471,39,28.1,26.0
2020-11-09T21:01:26,407,468,39,28.1,26.0
2020-11-09T21:01:36,409,466,39,28.1,26.0
2020-11-09T21:01:46,418,463,39,28.0,26.0
2020-11-09T21:01:56,418,465,39,28.0,26.0
2020-11-09T21:02:06,409,443,39,27.9,25.0
2020-11-09T21:02:16,454,434,39,27.9,25.0
2020-11-09T21:02:26,581,432,39,28.1,26.0
2020-11-09T21:02:36,726,433,39,28.1,26.0
2020-11-09T21:02:46,961,435,39,28.1,26.0
2020-11-09T21:02:56,1102,435,39,28.2,26.0
2020-11-09T21:03:06,1083,437,39,28.2,26.0
2020-11-09T21:03:16,1235,440,39,28.2,26.0
2020-11-09T21:03:26,1548,444,39,28.3,26.0
2020-11-09T21:03:36,1879,447,39,28.4,26.0
2020-11-09T21:03:46,65535,447,39,28.4,26.0
2020-11-09T21:03:56,6147,451,39,28.5,26.0
2020-11-09T21:04:06,5358,451,39,28.5,26.0
2020-11-09T21:04:16,5368,457,39,28.5,26.0
2020-11-09T21:04:26,7546,464,39,28.5,26.0
2020-11-09T21:04:36,7715,466,39,28.6,26.0
2020-11-09T21:04:46,7715,475,39,28.6,26.0
2020-11-09T21:04:56,6771,487,39,28.6,26.0
2020-11-09T21:05:06,6442,507,39,28.7,26.0
2020-11-09T21:05:16,6267,526,39,28.7,26.0
2020-11-09T21:05:26,6134,539,39,28.7,26.0
2020-11-09T21:05:36,5550,556,39,28.7,26.0
2020-11-09T21:05:46,5202,573,39,28.8,26.0
2020-11-09T21:05:56,4874,601,39,28.8,26.0
2020-11-09T21:06:06,5017,614,39,28.8,26.0
2020-11-09T21:06:16,5116,627,39,28.8,26.0
2020-11-09T21:06:26,4959,632,39,28.9,26.0
2020-11-09T21:06:36,5017,651,39,28.9,27.0
2020-11-09T21:06:46,4779,662,39,28.9,27.0
2020-11-09T21:06:56,4479,672,39,28.9,27.0
2020-11-09T21:07:06,4414,679,39,29.0,27.0
2020-11-09T21:07:16,3969,686,39,29.0,27.0
2020-11-09T21:07:36,3284,698,39,29.0,27.0
2020-11-09T21:07:56,3324,708,39,29.1,27.0
2020-11-09T21:08:06,3378,713,38,29.1,27.0
2020-11-09T21:08:16,3107,717,39,29.1,27.0
2020-11-09T21:08:26,2704,718,38,29.1,27.0
2020-11-09T21:08:36,3107,718,38,29.1,27.0
2020-11-09T21:08:46,2514,721,38,29.1,27.0
2020-11-09T21:08:56,2475,722,38,29.1,27.0
2020-11-09T21:09:06,2620,723,38,29.2,27.0
2020-11-09T21:09:16,2762,723,38,29.2,27.0
2020-11-09T21:09:26,2697,725,38,29.2,27.0
2020-11-09T21:09:36,2659,725,38,29.2,27.0
2020-11-09T21:09:46,2697,725,38,29.2,27.0
2020-11-09T21:09:56,1408,726,38,29.1,27.0
2020-11-09T21:10:06,897,730,38,28.9,27.0
2020-11-09T21:10:16,1127,734,38,28.9,27.0
2020-11-09T21:10:26,944,731,38,28.9,27.0
2020-11-09T21:10:46,816,723,38,28.8,27.0
2020-11-09T21:10:56,624,722,38,28.7,27.0
2020-11-09T21:11:06,610,715,38,28.6,27.0
2020-11-09T21:11:16,642,711,38,28.7,27.0
2020-11-09T21:11:26,603,697,38,28.6,26.0
2020-11-09T21:11:36,579,689,38,28.6,26.0
2020-11-09T21:11:46,567,677,38,28.6,26.0
2020-11-09T21:11:56,637,651,38,28.6,26.0
2020-11-09T21:12:06,610,636,38,28.6,26.0
2020-11-09T21:12:16,644,613,39,28.6,26.0
2020-11-09T21:12:26,656,601,38,28.6,26.0
2020-11-09T21:12:36,653,593,39,28.5,26.0
2020-11-09T21:12:46,676,585,39,28.5,26.0
2020-11-09T21:12:56,656,575,39,28.4,26.0
2020-11-09T21:13:06,679,565,39,28.3,26.0
2020-11-09T21:13:16,540,560,39,28.3,26.0
2020-11-09T21:13:26,554,551,39,28.2,26.0
2020-11-09T21:13:36,706,538,39,28.2,26.0
2020-11-09T21:13:46,637,529,39,28.2,26.0
2020-11-09T21:13:56,646,520,39,28.2,26.0
2020-11-09T21:14:06,627,511,39,28.2,26.0
2020-11-09T21:14:16,542,507,40,28.1,26.0
2020-11-09T21:14:26,563,503,39,28.1,26.0
2020-11-09T21:14:36,616,493,40,28.1,26.0
2020-11-09T21:14:46,659,490,40,28.1,26.0
2020-11-09T21:14:56,621,487,39,28.1,26.0
2020-11-09T21:15:06,627,483,39,28.1,26.0
