Position,Date,Time,Ch1_Value,Ch1_Unit,extechtemp,Ch2_unit,extechco2,Ch3_unit,DateTime
18694,12-11-2020,12:24:21,50.6,       %RH,26.5,  DEGREE C,391,       PPM,2020-11-12T12:24:21
18695,12-11-2020,12:29:21,50.6,       %RH,26.4,  DEGREE C,403,       PPM,2020-11-12T12:29:21
18696,12-11-2020,12:34:21,50.5,       %RH,26.4,  DEGREE C,396,       PPM,2020-11-12T12:34:21
18697,12-11-2020,12:39:21,50.2,       %RH,26.4,  DEGREE C,394,       PPM,2020-11-12T12:39:21
18698,12-11-2020,12:44:21,50.2,       %RH,26.4,  DEGREE C,398,       PPM,2020-11-12T12:44:21
18699,12-11-2020,12:49:21,50.2,       %RH,26.5,  DEGREE C,390,       PPM,2020-11-12T12:49:21
18700,12-11-2020,12:54:21,49.9,       %RH,26.5,  DEGREE C,387,       PPM,2020-11-12T12:54:21
18701,12-11-2020,12:59:21,50.1,       %RH,26.5,  DEGREE C,409,       PPM,2020-11-12T12:59:21
18702,12-11-2020,13:04:21,50,       %RH,26.5,  DEGREE C,383,       PPM,2020-11-12T13:04:21
18703,12-11-2020,13:09:21,50,       %RH,26.5,  DEGREE C,404,       PPM,2020-11-12T13:09:21
18704,12-11-2020,13:14:21,50.6,       %RH,26.5,  DEGREE C,423,       PPM,2020-11-12T13:14:21
18705,12-11-2020,13:19:21,50.8,       %RH,26.5,  DEGREE C,528,       PPM,2020-11-12T13:19:21
18706,12-11-2020,13:24:21,50.6,       %RH,26.6,  DEGREE C,545,       PPM,2020-11-12T13:24:21
18707,12-11-2020,13:29:21,50.5,       %RH,26.7,  DEGREE C,593,       PPM,2020-11-12T13:29:21
18708,12-11-2020,13:34:21,50.5,       %RH,26.7,  DEGREE C,577,       PPM,2020-11-12T13:34:21
18709,12-11-2020,13:39:21,50.4,       %RH,26.7,  DEGREE C,604,       PPM,2020-11-12T13:39:21
18710,12-11-2020,13:44:21,49.6,       %RH,26.7,  DEGREE C,471,       PPM,2020-11-12T13:44:21
18711,12-11-2020,13:49:21,49,       %RH,26.8,  DEGREE C,436,       PPM,2020-11-12T13:49:21
18712,12-11-2020,13:54:21,49,       %RH,26.8,  DEGREE C,427,       PPM,2020-11-12T13:54:21
18713,12-11-2020,13:59:21,49,       %RH,26.8,  DEGREE C,417,       PPM,2020-11-12T13:59:21
18714,12-11-2020,14:04:21,48.8,       %RH,26.9,  DEGREE C,400,       PPM,2020-11-12T14:04:21
18715,12-11-2020,14:09:21,48.9,       %RH,26.9,  DEGREE C,414,       PPM,2020-11-12T14:09:21
18716,12-11-2020,14:14:21,50.1,       %RH,26.9,  DEGREE C,514,       PPM,2020-11-12T14:14:21
18717,12-11-2020,14:19:21,51.5,       %RH,26.9,  DEGREE C,587,       PPM,2020-11-12T14:19:21
18718,12-11-2020,14:24:21,51.1,       %RH,26.9,  DEGREE C,563,       PPM,2020-11-12T14:24:21
18719,12-11-2020,14:29:21,51.3,       %RH,27,  DEGREE C,635,       PPM,2020-11-12T14:29:21
18720,12-11-2020,14:34:21,51.1,       %RH,27.1,  DEGREE C,581,       PPM,2020-11-12T14:34:21
18721,12-11-2020,14:39:21,50.1,       %RH,27.1,  DEGREE C,545,       PPM,2020-11-12T14:39:21
18722,12-11-2020,14:44:21,49.2,       %RH,27.1,  DEGREE C,471,       PPM,2020-11-12T14:44:21
18723,12-11-2020,14:49:21,48.7,       %RH,27,  DEGREE C,437,       PPM,2020-11-12T14:49:21
18724,12-11-2020,14:54:21,48.5,       %RH,27,  DEGREE C,420,       PPM,2020-11-12T14:54:21
18725,12-11-2020,14:59:21,48.4,       %RH,27,  DEGREE C,418,       PPM,2020-11-12T14:59:21
18726,12-11-2020,15:04:21,48.2,       %RH,27,  DEGREE C,403,       PPM,2020-11-12T15:04:21
18727,12-11-2020,15:09:21,48.2,       %RH,27,  DEGREE C,409,       PPM,2020-11-12T15:09:21
18728,12-11-2020,15:14:21,48.3,       %RH,27,  DEGREE C,395,       PPM,2020-11-12T15:14:21
18729,12-11-2020,15:19:21,48.4,       %RH,27,  DEGREE C,408,       PPM,2020-11-12T15:19:21
18730,12-11-2020,15:24:21,48.5,       %RH,27,  DEGREE C,391,       PPM,2020-11-12T15:24:21
18731,12-11-2020,15:29:21,48.3,       %RH,27,  DEGREE C,405,       PPM,2020-11-12T15:29:21
18732,12-11-2020,15:34:21,48.4,       %RH,27,  DEGREE C,396,       PPM,2020-11-12T15:34:21
18733,12-11-2020,15:39:21,48.4,       %RH,27,  DEGREE C,419,       PPM,2020-11-12T15:39:21
18734,12-11-2020,15:44:21,48.2,       %RH,27,  DEGREE C,406,       PPM,2020-11-12T15:44:21
18735,12-11-2020,15:49:21,48.1,       %RH,27,  DEGREE C,398,       PPM,2020-11-12T15:49:21
18736,12-11-2020,15:54:21,48.3,       %RH,27,  DEGREE C,406,       PPM,2020-11-12T15:54:21
18737,12-11-2020,15:59:21,48.7,       %RH,27,  DEGREE C,430,       PPM,2020-11-12T15:59:21
18738,12-11-2020,16:04:21,48.7,       %RH,26.9,  DEGREE C,418,       PPM,2020-11-12T16:04:21
18739,12-11-2020,16:09:21,48.8,       %RH,27,  DEGREE C,412,       PPM,2020-11-12T16:09:21
18740,12-11-2020,16:14:21,49,       %RH,27,  DEGREE C,420,       PPM,2020-11-12T16:14:21
18741,12-11-2020,16:19:21,49.9,       %RH,27,  DEGREE C,494,       PPM,2020-11-12T16:19:21
18742,12-11-2020,16:24:21,50,       %RH,27,  DEGREE C,485,       PPM,2020-11-12T16:24:21
18743,12-11-2020,16:29:21,50,       %RH,27,  DEGREE C,497,       PPM,2020-11-12T16:29:21
18744,12-11-2020,16:34:21,50.2,       %RH,27,  DEGREE C,495,       PPM,2020-11-12T16:34:21
18745,12-11-2020,16:39:21,50.3,       %RH,27,  DEGREE C,495,       PPM,2020-11-12T16:39:21
18746,12-11-2020,16:44:21,50.4,       %RH,27,  DEGREE C,480,       PPM,2020-11-12T16:44:21
18747,12-11-2020,16:49:21,50.5,       %RH,26.9,  DEGREE C,492,       PPM,2020-11-12T16:49:21
18748,12-11-2020,16:54:21,50.6,       %RH,27,  DEGREE C,479,       PPM,2020-11-12T16:54:21
18749,12-11-2020,16:59:21,50.6,       %RH,26.9,  DEGREE C,463,       PPM,2020-11-12T16:59:21
18750,12-11-2020,17:04:21,50.7,       %RH,26.8,  DEGREE C,437,       PPM,2020-11-12T17:04:21
18751,12-11-2020,17:09:21,50.8,       %RH,26.7,  DEGREE C,426,       PPM,2020-11-12T17:09:21
18752,12-11-2020,17:14:21,50.9,       %RH,26.7,  DEGREE C,436,       PPM,2020-11-12T17:14:21
18753,12-11-2020,17:19:21,51.1,       %RH,26.6,  DEGREE C,424,       PPM,2020-11-12T17:19:21
18754,12-11-2020,17:24:21,51.6,       %RH,26.6,  DEGREE C,444,       PPM,2020-11-12T17:24:21
