time, co2, tvoc, rh, temp
2020-11-08T17:37:34,1029,95,34.90,28.00
2020-11-08T17:37:44,1191,120,34.93,27.99
2020-11-08T17:37:54,992,90,34.90,28.02
2020-11-08T17:38:04,1776,209,34.88,27.99
2020-11-08T17:38:14,1255,130,34.86,27.99
2020-11-08T17:38:24,992,90,34.80,27.98
2020-11-08T17:38:34,909,77,34.81,27.99
2020-11-08T17:38:44,889,74,34.85,27.99
2020-11-08T17:38:54,970,86,34.77,27.99
2020-11-08T17:39:04,830,65,34.83,27.98
2020-11-08T17:39:14,992,90,35.01,27.98
2020-11-08T17:39:24,933,81,34.99,27.97
2020-11-08T17:39:34,945,83,35.05,27.98
2020-11-08T17:39:44,1128,110,34.97,27.99
2020-11-08T17:39:54,1310,138,34.95,27.98
2020-11-08T17:40:04,1884,226,34.88,28.01
2020-11-08T17:40:14,1860,222,34.93,27.99
2020-11-08T17:40:24,1603,183,35.05,27.98
2020-11-08T17:40:34,1697,197,35.16,27.98
2020-11-08T17:40:44,1776,209,35.17,27.99
2020-11-08T17:40:54,1884,226,35.11,27.98
2020-11-08T17:41:04,1973,239,35.18,28.00
2020-11-08T17:41:14,1973,239,35.16,28.02
2020-11-08T17:41:24,1830,217,35.07,28.03
2020-11-08T17:41:34,1916,230,34.98,28.01
2020-11-08T17:41:44,1453,160,34.96,28.01
2020-11-08T17:41:54,1425,156,35.05,28.02
2020-11-08T17:42:04,1749,205,35.11,28.02
2020-11-08T17:42:14,1352,145,35.06,28.02
2020-11-08T17:42:24,1255,130,35.06,28.02
2020-11-08T17:42:34,1099,106,35.14,27.96
2020-11-08T17:42:44,1140,112,35.19,27.92
2020-11-08T17:42:54,1367,147,35.32,27.92
2020-11-08T17:43:04,1274,133,35.30,27.89
2020-11-08T17:43:14,1330,141,35.55,27.81
2020-11-08T17:43:24,1534,172,35.89,27.67
2020-11-08T17:43:34,1574,178,36.06,27.59
2020-11-08T17:43:44,1723,201,36.20,27.53
2020-11-08T17:43:54,1445,159,36.23,27.49
2020-11-08T17:44:04,1594,181,36.47,27.49
2020-11-08T17:44:14,1717,200,36.50,27.50
2020-11-08T17:44:24,1462,161,36.39,27.51
2020-11-08T17:44:34,1462,161,36.38,27.52
2020-11-08T17:44:44,1820,216,36.52,27.52
2020-11-08T17:44:54,1840,219,36.62,27.52
2020-11-08T17:45:04,1905,229,36.55,27.51
2020-11-08T17:45:14,1905,229,36.49,27.52
2020-11-08T17:45:24,2062,253,36.51,27.53
2020-11-08T17:45:34,2120,262,36.48,27.53
2020-11-08T17:45:44,1692,196,36.40,27.54
2020-11-08T17:45:54,1565,177,36.40,27.55
2020-11-08T17:46:04,1639,188,36.41,27.57
2020-11-08T17:46:14,1597,182,36.48,27.58
2020-11-08T17:46:24,1717,200,36.50,27.58
2020-11-08T17:46:34,1717,200,36.44,27.61
2020-11-08T17:46:44,1717,200,36.38,27.62
2020-11-08T17:46:54,1252,129,36.13,27.60
2020-11-08T17:47:04,1574,178,36.37,27.61
2020-11-08T17:47:14,1905,229,36.31,27.62
2020-11-08T17:47:24,1872,224,36.31,27.63
2020-11-08T17:47:34,1840,219,36.31,27.61
2020-11-08T17:47:44,1820,216,36.40,27.65
2020-11-08T17:47:54,1717,200,36.33,27.65
2020-11-08T17:48:04,1840,219,36.32,27.65
2020-11-08T17:48:14,1872,224,36.28,27.67
2020-11-08T17:48:24,1787,211,36.34,27.68
2020-11-08T17:48:34,1669,193,36.35,27.69
2020-11-08T17:48:44,1820,216,36.65,27.71
2020-11-08T17:48:54,1787,211,36.38,27.70
2020-11-08T17:49:04,1872,224,36.33,27.71
2020-11-08T17:49:14,1639,188,36.21,27.73
2020-11-08T17:49:24,1574,178,36.23,27.73
2020-11-08T17:49:34,1872,224,36.23,27.71
2020-11-08T17:49:44,1697,197,36.13,27.71
2020-11-08T17:49:54,1697,197,36.18,27.73
2020-11-08T17:50:04,1697,197,36.16,27.73
2020-11-08T17:50:14,1552,175,36.11,27.73
2020-11-08T17:50:24,1445,159,35.78,27.70
2020-11-08T17:50:34,1060,100,35.54,27.65
2020-11-08T17:50:44,977,87,35.91,27.65
2020-11-08T17:50:54,1038,97,36.00,27.63
2020-11-08T17:51:04,1131,111,36.08,27.67
2020-11-08T17:51:14,1110,108,36.10,27.69
2020-11-08T17:51:24,1188,120,36.16,27.73
2020-11-08T17:51:34,1255,130,36.14,27.76
2020-11-08T17:51:44,1032,96,36.04,27.77
2020-11-08T17:51:54,1285,134,36.01,27.79
2020-11-08T17:52:04,1032,96,35.84,27.82
2020-11-08T17:52:14,923,79,35.75,27.79
2020-11-08T17:52:24,1032,96,35.88,27.80
2020-11-08T17:52:34,959,85,35.80,27.81
2020-11-08T17:52:44,1077,103,35.79,27.81
2020-11-08T17:52:54,990,89,35.83,27.80
2020-11-08T17:53:04,1163,116,35.85,27.80
2020-11-08T17:53:14,1266,131,35.90,27.82
2020-11-08T17:53:24,1341,143,35.87,27.81
2020-11-08T17:53:34,1266,131,35.87,27.83
2020-11-08T17:53:44,1163,116,35.82,27.85
2020-11-08T17:53:54,1717,200,35.86,27.81
2020-11-08T17:54:04,1621,186,35.85,27.79
2020-11-08T17:54:14,2311,291,35.82,27.82
2020-11-08T17:54:24,1717,200,35.87,27.81
2020-11-08T17:54:34,1639,188,35.90,27.82
2020-11-08T17:54:44,3240,432,35.95,27.80
2020-11-08T17:54:54,3563,481,35.98,27.81
2020-11-08T17:55:04,5197,730,35.97,27.82
2020-11-08T17:55:14,4290,592,35.98,27.81
2020-11-08T17:55:24,3913,535,36.03,27.80
2020-11-08T17:55:34,3835,523,35.96,27.81
2020-11-08T17:55:44,4146,570,36.03,27.82
2020-11-08T17:55:54,4214,581,36.00,27.80
2020-11-08T17:56:04,3185,424,35.92,27.81
2020-11-08T17:56:14,3296,441,35.90,27.83
2020-11-08T17:56:24,3639,493,35.98,27.83
2020-11-08T17:56:34,4716,657,36.05,27.80
2020-11-08T17:56:44,4902,685,36.24,27.84
2020-11-08T17:56:54,4452,617,36.01,27.83
2020-11-08T17:57:04,4214,581,36.00,27.81
2020-11-08T17:57:14,3296,441,35.98,27.82
2020-11-08T17:57:24,4146,570,36.09,27.83
2020-11-08T17:57:34,3692,501,36.07,27.82
2020-11-08T17:57:44,3515,474,36.13,27.83
2020-11-08T17:57:54,4556,633,36.20,27.85
2020-11-08T17:58:04,5197,730,36.41,27.89
2020-11-08T17:58:14,5312,748,36.19,27.90
2020-11-08T17:58:24,5531,781,36.13,27.89
2020-11-08T17:58:34,3780,514,35.91,27.89
2020-11-08T17:58:44,3411,458,35.91,27.87
2020-11-08T17:58:54,3065,405,35.95,27.87
2020-11-08T17:59:04,3023,399,36.01,27.86
2020-11-08T17:59:14,3443,463,35.96,27.88
2020-11-08T17:59:24,4214,581,36.11,27.91
2020-11-08T17:59:34,5872,833,36.10,27.89
2020-11-08T17:59:44,5531,781,36.10,27.88
2020-11-08T17:59:54,5531,781,36.06,27.87
2020-11-08T18:00:04,5974,849,36.06,27.86
2020-11-08T18:00:14,5297,746,36.06,27.88
2020-11-08T18:00:24,4452,617,36.05,27.86
2020-11-08T18:01:32,400,0,36.12,27.83
2020-11-08T18:01:42,416,2,36.14,27.84
2020-11-08T18:01:52,400,0,36.09,27.81
2020-11-08T18:02:02,441,6,36.18,27.85
2020-11-08T18:02:12,400,0,35.93,27.85
2020-11-08T18:02:22,420,3,35.98,27.88
2020-11-08T18:02:32,418,2,36.02,27.86
2020-11-08T18:02:42,728,49,36.14,27.86
2020-11-08T18:02:52,1099,106,36.26,27.85
2020-11-08T18:03:02,1107,107,36.21,27.86
2020-11-08T18:03:12,2029,248,37.87,27.86
2020-11-08T18:03:22,1281,134,36.91,27.66
2020-11-08T18:03:32,1517,170,37.18,27.56
2020-11-08T18:03:42,65021,65021,37.99,27.44
2020-11-08T18:03:52,65021,65021,37.74,27.11
2020-11-08T18:04:02,65021,65021,38.24,26.91
2020-11-08T18:04:12,65021,65021,38.52,26.75
2020-11-08T18:04:28,400,0,38.80,26.61
2020-11-08T18:04:38,400,0,38.19,26.77
2020-11-08T18:04:48,907,77,38.03,26.89
2020-11-08T18:04:58,1017,93,38.25,27.00
2020-11-08T18:05:08,592,29,37.88,27.09
2020-11-08T18:05:18,473,11,37.89,27.12
2020-11-08T18:05:28,400,0,37.84,27.16
