time, co2, tvoc, rh, temp
2020-11-08T16:04:34,555,23,36.79,28.19
2020-11-08T16:04:44,549,22,36.79,28.18
2020-11-08T16:04:54,555,23,36.80,28.18
2020-11-08T16:05:04,555,23,36.80,28.18
2020-11-08T16:05:14,536,20,36.81,28.18
2020-11-08T16:05:24,536,20,36.80,28.17
2020-11-08T16:05:34,549,22,36.81,28.17
2020-11-08T16:05:44,555,23,36.82,28.20
2020-11-08T16:05:54,555,23,36.79,28.20
2020-11-08T16:06:04,543,21,36.76,28.18
2020-11-08T16:06:14,543,21,36.78,28.19
2020-11-08T16:06:24,531,19,36.75,28.18
2020-11-08T16:06:34,555,23,36.76,28.21
2020-11-08T16:06:44,569,25,36.77,28.21
2020-11-08T16:06:54,589,28,36.77,28.21
2020-11-08T16:07:04,611,32,36.67,28.18
2020-11-08T16:07:14,611,32,36.69,28.18
2020-11-08T16:07:24,578,27,36.64,28.18
2020-11-08T16:07:34,570,25,36.65,28.18
2020-11-08T16:07:44,586,28,36.69,28.20
2020-11-08T16:07:54,570,25,36.66,28.17
2020-11-08T16:08:04,566,25,36.64,28.17
2020-11-08T16:08:14,566,25,36.64,28.20
2020-11-08T16:08:24,552,23,36.56,28.18
2020-11-08T16:08:34,534,20,36.51,28.17
2020-11-08T16:08:44,540,21,36.56,28.16
2020-11-08T16:08:54,534,20,36.58,28.14
2020-11-08T16:09:04,534,20,36.56,28.15
2020-11-08T16:09:14,506,16,36.47,28.14
2020-11-08T16:09:24,496,14,36.38,28.12
2020-11-08T16:09:34,482,12,36.39,28.13
2020-11-08T16:09:44,475,11,36.29,28.13
2020-11-08T16:09:54,638,36,36.34,28.11
2020-11-08T16:10:04,599,30,36.41,28.12
2020-11-08T16:10:14,592,29,36.38,28.11
2020-11-08T16:10:24,778,57,36.37,28.13
2020-11-08T16:10:34,740,51,36.40,28.12
2020-11-08T16:10:44,611,32,36.39,28.13
2020-11-08T16:10:54,570,25,36.31,28.13
2020-11-08T16:11:04,529,19,36.33,28.14
2020-11-08T16:11:14,491,13,36.31,28.15
2020-11-08T16:11:24,496,14,36.37,28.15
2020-11-08T16:11:34,485,12,36.31,28.14
2020-11-08T16:11:44,482,12,36.31,28.16
2020-11-08T16:11:54,464,9,36.26,28.15
2020-11-08T16:12:04,460,9,36.26,28.13
2020-11-08T16:12:14,452,7,36.25,28.13
2020-11-08T16:12:24,447,7,36.20,28.13
2020-11-08T16:12:34,457,8,36.31,28.15
2020-11-08T16:12:44,450,7,36.25,28.14
2020-11-08T16:12:54,452,7,36.24,28.14
2020-11-08T16:13:04,457,8,36.25,28.15
2020-11-08T16:13:14,460,9,36.28,28.16
2020-11-08T16:13:24,450,7,36.26,28.14
2020-11-08T16:13:34,452,7,36.29,28.12
2020-11-08T16:13:44,452,7,36.28,28.13
2020-11-08T16:13:54,466,10,36.28,28.15
2020-11-08T16:14:04,452,7,36.21,28.14
2020-11-08T16:14:14,475,11,36.27,28.14
2020-11-08T16:14:24,460,9,36.23,28.13
2020-11-08T16:14:34,477,11,36.27,28.14
2020-11-08T16:14:44,464,9,36.25,28.14
2020-11-08T16:14:54,491,13,36.28,28.15
2020-11-08T16:15:04,460,9,36.22,28.13
2020-11-08T16:15:14,466,10,36.25,28.13
2020-11-08T16:15:24,466,10,36.22,28.13
2020-11-08T16:15:34,475,11,36.24,28.14
2020-11-08T16:15:44,491,13,36.33,28.15
2020-11-08T16:15:54,466,10,36.25,28.13
2020-11-08T16:16:04,466,10,36.22,28.13
2020-11-08T16:16:14,457,8,36.20,28.14
2020-11-08T16:16:24,452,7,36.23,28.14
2020-11-08T16:16:34,460,9,36.24,28.13
2020-11-08T16:16:44,475,11,36.28,28.14
2020-11-08T16:16:54,475,11,36.32,28.12
2020-11-08T16:17:04,475,11,36.30,28.13
2020-11-08T16:17:14,464,9,36.24,28.13
2020-11-08T16:17:24,460,9,36.20,28.14
2020-11-08T16:17:34,457,8,36.25,28.12
2020-11-08T16:17:44,460,9,36.27,28.14
2020-11-08T16:17:54,460,9,36.28,28.14
2020-11-08T16:18:04,466,10,36.27,28.13
2020-11-08T16:18:14,466,10,36.26,28.13
2020-11-08T16:18:24,475,11,36.27,28.11
2020-11-08T16:18:34,466,10,36.28,28.12
2020-11-08T16:18:44,466,10,36.29,28.13
2020-11-08T16:18:54,466,10,36.30,28.13
2020-11-08T16:19:04,475,11,36.26,28.16
2020-11-08T16:19:14,475,11,36.27,28.16
2020-11-08T16:19:24,466,10,36.25,28.16
2020-11-08T16:19:34,491,13,36.27,28.14
2020-11-08T16:19:44,491,13,36.27,28.15
2020-11-08T16:19:54,540,21,36.37,28.15
2020-11-08T16:20:04,545,22,36.34,28.17
2020-11-08T16:20:14,529,19,36.31,28.16
2020-11-08T16:20:24,552,23,36.40,28.18
2020-11-08T16:20:34,545,22,36.33,28.16
2020-11-08T16:20:44,560,24,36.38,28.17
2020-11-08T16:20:54,570,25,36.35,28.17
2020-11-08T16:21:04,560,24,36.26,28.18
2020-11-08T16:21:14,552,23,36.14,28.19
2020-11-08T16:21:24,553,23,36.16,28.18
2020-11-08T16:21:34,569,25,36.13,28.21
2020-11-08T16:21:44,564,24,36.09,28.21
2020-11-08T16:21:54,543,21,35.99,28.21
2020-11-08T16:22:04,526,19,35.90,28.21
2020-11-08T16:22:14,517,17,35.79,28.19
2020-11-08T16:22:24,517,17,35.97,28.18
2020-11-08T16:22:34,477,11,35.78,28.15
2020-11-08T16:22:44,493,14,35.95,28.17
2020-11-08T16:22:54,491,13,35.87,28.16
2020-11-08T16:23:04,477,11,35.80,28.15
2020-11-08T16:23:14,477,11,35.85,28.16
2020-11-08T16:23:24,466,10,35.79,28.16
2020-11-08T16:23:34,477,11,35.91,28.18
2020-11-08T16:23:44,460,9,35.78,28.17
2020-11-08T16:23:54,457,8,35.77,28.16
2020-11-08T16:24:04,447,7,35.79,28.15
2020-11-08T16:24:14,460,9,35.90,28.14
2020-11-08T16:24:24,457,8,35.88,28.14
2020-11-08T16:24:34,457,8,35.83,28.13
2020-11-08T16:24:44,447,7,35.81,28.14
2020-11-08T16:24:54,452,7,35.84,28.14
2020-11-08T16:25:04,452,7,35.86,28.13
2020-11-08T16:25:14,447,7,35.78,28.14
2020-11-08T16:25:24,444,6,35.74,28.13
2020-11-08T16:25:34,445,6,35.73,28.15
2020-11-08T16:25:44,460,9,35.86,28.14
2020-11-08T16:25:54,460,9,35.80,28.13
2020-11-08T16:26:04,596,29,35.79,28.14
2020-11-08T16:26:14,493,14,35.75,28.12
2020-11-08T16:26:24,498,14,35.84,28.14
2020-11-08T16:26:34,477,11,35.80,28.15
2020-11-08T16:26:44,477,11,35.79,28.14
2020-11-08T16:26:54,493,14,35.85,28.14
2020-11-08T16:27:04,503,15,35.92,28.16
2020-11-08T16:27:14,659,39,35.95,28.16
2020-11-08T16:27:24,631,35,35.91,28.15
2020-11-08T16:27:34,596,29,35.91,28.17
2020-11-08T16:27:44,575,26,35.96,28.17
2020-11-08T16:27:54,564,24,35.90,28.16
2020-11-08T16:28:04,549,22,35.81,28.17
2020-11-08T16:28:14,526,19,35.75,28.18
2020-11-08T16:28:24,526,19,35.72,28.16
2020-11-08T16:28:34,498,14,35.55,28.16
2020-11-08T16:28:44,482,12,35.55,28.15
2020-11-08T16:28:54,477,11,35.57,28.17
2020-11-08T16:29:04,491,13,35.68,28.17
2020-11-08T16:29:14,498,14,35.67,28.17
2020-11-08T16:29:24,477,11,35.47,28.19
2020-11-08T16:29:34,485,12,35.56,28.18
2020-11-08T16:29:44,460,9,35.29,28.24
2020-11-08T16:29:54,460,9,35.31,28.24
2020-11-08T16:30:04,455,8,35.38,28.21
2020-11-08T16:30:14,464,9,35.56,28.19
2020-11-08T16:30:24,482,12,35.57,28.17
2020-11-08T16:30:34,501,15,35.58,28.17
2020-11-08T16:30:44,498,14,35.50,28.16
2020-11-08T16:30:54,485,12,35.47,28.16
2020-11-08T16:31:04,464,9,35.39,28.17
2020-11-08T16:31:14,466,10,35.42,28.16
2020-11-08T16:31:24,466,10,35.44,28.16
2020-11-08T16:31:34,466,10,35.38,28.16
2020-11-08T16:31:44,501,15,35.41,28.16
2020-11-08T16:31:54,491,13,35.28,28.14
2020-11-08T16:32:04,506,16,35.43,28.14
2020-11-08T16:32:14,501,15,35.17,28.13
2020-11-08T16:32:24,444,6,35.08,28.13
2020-11-08T16:32:34,491,13,35.23,28.11
2020-11-08T16:32:44,514,17,35.18,28.11
2020-11-08T16:32:54,462,9,35.13,28.13
2020-11-08T16:33:04,448,7,35.17,28.11
2020-11-08T16:33:14,427,4,35.15,28.09
2020-11-08T16:33:24,424,3,35.19,28.11
2020-11-08T16:33:34,526,19,35.21,28.10
2020-11-08T16:33:44,441,6,35.14,28.11
2020-11-08T16:33:54,427,4,35.18,28.10
2020-11-08T16:34:04,420,3,35.14,28.11
2020-11-08T16:34:14,444,6,35.21,28.10
2020-11-08T16:34:24,427,4,35.12,28.10
2020-11-08T16:34:34,424,3,35.24,28.11
2020-11-08T16:34:44,424,3,35.23,28.11
2020-11-08T16:34:54,420,3,35.27,28.10
2020-11-08T16:35:04,433,5,35.35,28.12
2020-11-08T16:35:14,425,3,35.26,28.10
2020-11-08T16:35:24,421,3,35.30,28.12
2020-11-08T16:35:34,417,2,35.20,28.11
2020-11-08T16:35:44,424,3,35.17,28.14
2020-11-08T16:35:54,434,5,35.27,28.13
2020-11-08T16:36:04,442,6,35.30,28.13
2020-11-08T16:36:14,425,3,35.04,28.12
2020-11-08T16:36:24,427,4,35.14,28.12
2020-11-08T16:36:34,427,4,35.08,28.12
2020-11-08T16:36:44,424,3,35.12,28.11
2020-11-08T16:36:54,441,6,35.23,28.12
2020-11-08T16:37:04,444,6,35.29,28.11
2020-11-08T16:37:14,442,6,35.29,28.10
2020-11-08T16:37:24,451,7,35.21,28.13
2020-11-08T16:37:34,462,9,35.21,28.12
2020-11-08T16:37:44,475,11,35.21,28.13
2020-11-08T16:37:54,493,14,35.22,28.12
2020-11-08T16:38:04,514,17,35.38,28.12
2020-11-08T16:38:14,501,15,35.32,28.13
2020-11-08T16:38:24,498,14,35.25,28.10
2020-11-08T16:38:34,485,12,35.29,28.11
2020-11-08T16:38:44,482,12,35.27,28.10
2020-11-08T16:38:54,466,10,35.14,28.12
2020-11-08T16:39:04,477,11,35.23,28.13
2020-11-08T16:39:14,491,13,35.20,28.12
2020-11-08T16:39:24,475,11,34.96,28.12
2020-11-08T16:39:34,462,9,35.03,28.08
2020-11-08T16:39:44,466,10,35.09,28.11
2020-11-08T16:39:54,475,11,35.13,28.14
2020-11-08T16:40:04,459,8,35.02,28.15
2020-11-08T16:40:14,475,11,35.18,28.16
2020-11-08T16:40:24,462,9,35.00,28.15
2020-11-08T16:40:34,466,10,35.07,28.15
2020-11-08T16:40:44,485,12,34.93,28.15
2020-11-08T16:40:54,491,13,34.92,28.16
2020-11-08T16:41:04,485,12,34.94,28.15
2020-11-08T16:41:14,462,9,34.90,28.15
2020-11-08T16:41:24,466,10,34.89,28.14
2020-11-08T16:41:34,466,10,34.93,28.14
2020-11-08T16:41:44,477,11,34.95,28.15
2020-11-08T16:41:54,477,11,35.03,28.16
2020-11-08T16:42:04,493,14,35.04,28.15
2020-11-08T16:42:14,485,12,35.05,28.17
2020-11-08T16:42:24,485,12,34.99,28.16
2020-11-08T16:42:34,462,9,34.72,28.15
2020-11-08T16:42:44,465,9,34.80,28.15
2020-11-08T16:42:54,452,7,34.84,28.13
2020-11-08T16:43:04,452,7,34.92,28.13
2020-11-08T16:43:14,617,33,35.02,28.12
2020-11-08T16:43:24,617,33,35.00,28.12
2020-11-08T16:43:34,555,23,35.06,28.12
2020-11-08T16:43:44,564,24,35.15,28.13
2020-11-08T16:43:54,519,18,34.91,28.12
2020-11-08T16:44:04,537,20,34.87,28.14
2020-11-08T16:44:14,519,18,34.94,28.11
2020-11-08T16:44:24,555,23,34.96,28.12
2020-11-08T16:44:34,589,28,34.94,28.11
2020-11-08T16:44:44,600,30,35.05,28.11
2020-11-08T16:44:54,549,22,34.93,28.11
2020-11-08T16:45:04,519,18,34.85,28.11
2020-11-08T16:45:14,493,14,34.82,28.10
2020-11-08T16:45:24,491,13,34.82,28.10
2020-11-08T16:45:34,493,14,34.81,28.09
2020-11-08T16:45:44,477,11,34.87,28.11
2020-11-08T16:45:54,459,8,34.77,28.09
2020-11-08T16:46:04,444,6,34.71,28.12
2020-11-08T16:46:14,460,9,34.85,28.10
2020-11-08T16:46:24,459,8,34.80,28.11
2020-11-08T16:46:34,459,8,34.88,28.08
2020-11-08T16:46:44,452,7,34.86,28.11
2020-11-08T16:46:54,459,8,34.90,28.12
2020-11-08T16:47:04,452,7,34.81,28.10
2020-11-08T16:47:14,448,7,34.81,28.09
2020-11-08T16:47:24,452,7,34.89,28.10
2020-11-08T16:47:34,448,7,34.79,28.07
2020-11-08T16:47:44,452,7,34.81,28.10
2020-11-08T16:47:54,448,7,34.76,28.10
2020-11-08T16:48:04,462,9,34.72,28.10
2020-11-08T16:48:14,460,9,34.73,28.08
2020-11-08T16:48:24,465,9,34.80,28.10
2020-11-08T16:48:34,462,9,34.73,28.10
2020-11-08T16:48:44,652,38,34.66,28.08
2020-11-08T16:48:54,612,32,34.67,28.08
2020-11-08T16:49:04,529,19,34.62,28.07
2020-11-08T16:49:14,485,12,34.56,28.05
2020-11-08T16:49:24,477,11,34.64,28.05
2020-11-08T16:49:34,477,11,34.72,28.08
2020-11-08T16:49:44,465,9,34.56,28.06
2020-11-08T16:49:54,451,7,34.59,28.07
2020-11-08T16:50:04,493,14,34.67,28.05
2020-11-08T16:50:14,506,16,34.65,28.05
2020-11-08T16:50:24,477,11,34.65,28.06
2020-11-08T16:50:34,477,11,34.66,28.06
2020-11-08T16:50:44,501,15,34.88,28.07
2020-11-08T16:50:54,466,10,34.64,28.08
2020-11-08T16:51:04,460,9,34.54,28.08
2020-11-08T16:51:14,493,14,34.64,28.07
2020-11-08T16:51:24,465,9,34.63,28.06
2020-11-08T16:51:34,451,7,34.39,28.05
2020-11-08T16:51:44,442,6,34.36,28.05
2020-11-08T16:51:54,433,5,34.39,28.04
2020-11-08T16:52:04,436,5,34.46,28.05
2020-11-08T16:52:14,506,16,34.51,28.05
2020-11-08T16:52:24,460,9,34.57,28.03
2020-11-08T16:52:34,447,7,34.48,28.02
2020-11-08T16:52:44,436,5,34.48,28.00
2020-11-08T16:52:54,433,5,34.52,28.00
2020-11-08T16:53:04,1178,118,34.47,28.00
2020-11-08T16:53:14,735,51,34.54,27.98
2020-11-08T16:53:24,641,36,34.41,28.00
2020-11-08T16:53:34,578,27,34.52,28.00
2020-11-08T16:53:44,519,18,34.42,28.01
2020-11-08T16:53:54,482,12,34.39,27.98
2020-11-08T16:54:04,472,10,34.50,27.99
2020-11-08T16:54:14,477,11,34.48,27.99
2020-11-08T16:54:24,451,7,34.43,28.02
2020-11-08T16:54:34,498,14,34.41,28.01
2020-11-08T16:54:44,482,12,34.53,28.02
2020-11-08T16:54:54,460,9,34.43,28.03
2020-11-08T16:55:04,436,5,34.40,28.03
2020-11-08T16:55:14,436,5,34.44,28.01
2020-11-08T16:55:24,436,5,34.42,28.01
2020-11-08T16:55:34,436,5,34.40,28.02
2020-11-08T16:55:44,433,5,34.35,28.02
2020-11-08T16:55:54,417,2,34.36,27.99
2020-11-08T16:56:04,442,6,34.48,28.00
2020-11-08T16:56:14,436,5,34.51,28.02
2020-11-08T16:56:24,493,14,34.41,27.97
2020-11-08T16:56:34,519,18,34.39,28.03
2020-11-08T16:56:44,498,14,34.44,28.00
2020-11-08T16:56:54,560,24,34.57,28.00
2020-11-08T16:57:04,501,15,34.50,27.99
2020-11-08T16:57:14,482,12,34.49,28.02
2020-11-08T16:57:24,456,8,34.41,28.03
2020-11-08T16:57:34,477,11,34.38,28.01
2020-11-08T16:57:44,612,32,34.36,28.02
2020-11-08T16:57:54,612,32,34.57,28.03
2020-11-08T16:58:04,543,21,34.47,28.03
2020-11-08T16:58:14,519,18,34.38,28.00
2020-11-08T16:58:24,460,9,34.32,28.00
2020-11-08T16:58:34,482,12,34.39,28.02
2020-11-08T16:58:44,465,9,34.48,28.02
2020-11-08T16:58:54,472,10,34.55,28.00
2020-11-08T16:59:04,572,26,34.51,28.03
2020-11-08T16:59:14,472,10,34.32,28.02
2020-11-08T16:59:24,451,7,34.32,28.02
2020-11-08T16:59:34,447,7,34.33,28.03
2020-11-08T16:59:44,442,6,34.46,28.04
2020-11-08T16:59:54,442,6,34.38,28.03
2020-11-08T17:00:04,482,12,34.40,28.02
2020-11-08T17:00:14,519,18,34.47,28.01
2020-11-08T17:00:24,523,18,34.46,28.03
2020-11-08T17:00:34,523,18,34.45,28.03
2020-11-08T17:00:44,566,25,34.41,28.00
2020-11-08T17:00:54,627,34,34.37,28.01
2020-11-08T17:01:04,592,29,34.40,27.99
2020-11-08T17:01:14,572,26,34.38,28.03
2020-11-08T17:01:24,605,31,34.35,28.03
2020-11-08T17:01:34,599,30,34.53,28.04
2020-11-08T17:01:44,529,19,34.41,28.02
2020-11-08T17:01:54,498,14,34.47,28.01
2020-11-08T17:02:04,482,12,34.48,27.98
2020-11-08T17:02:14,529,19,34.49,28.00
2020-11-08T17:02:24,641,36,34.55,27.98
2020-11-08T17:02:34,592,29,34.48,28.00
2020-11-08T17:02:44,578,27,34.58,28.01
2020-11-08T17:02:54,572,26,34.51,28.00
2020-11-08T17:03:04,519,18,34.56,28.01
2020-11-08T17:03:14,519,18,34.63,27.99
2020-11-08T17:03:24,485,12,34.55,27.99
2020-11-08T17:03:34,493,14,34.55,27.98
2020-11-08T17:03:44,477,11,34.48,27.98
2020-11-08T17:03:54,477,11,34.58,27.99
2020-11-08T17:04:04,482,12,34.60,28.02
2020-11-08T17:04:14,485,12,34.58,28.00
2020-11-08T17:04:24,1608,184,34.62,27.99
2020-11-08T17:04:34,1453,160,34.63,28.00
2020-11-08T17:04:44,1118,109,34.56,28.02
2020-11-08T17:04:54,834,66,34.56,28.02
2020-11-08T17:05:04,728,49,34.53,28.01
2020-11-08T17:05:14,652,38,34.56,28.01
2020-11-08T17:05:24,612,32,34.60,28.00
2020-11-08T17:05:34,683,43,34.53,28.03
2020-11-08T17:05:44,612,32,34.61,28.02
2020-11-08T17:05:54,572,26,34.56,28.04
2020-11-08T17:06:04,543,21,34.60,28.04
2020-11-08T17:06:14,543,21,34.71,28.05
2020-11-08T17:06:24,529,19,34.69,28.04
2020-11-08T17:06:34,519,18,34.61,28.04
2020-11-08T17:06:44,498,14,34.52,28.01
2020-11-08T17:06:54,485,12,34.49,28.05
2020-11-08T17:07:04,482,12,34.44,28.02
2020-11-08T17:07:14,472,10,34.50,28.02
2020-11-08T17:07:24,472,10,34.56,27.98
2020-11-08T17:07:34,552,23,34.57,27.98
2020-11-08T17:07:44,605,31,34.57,28.00
2020-11-08T17:07:54,634,35,34.57,28.00
2020-11-08T17:08:04,683,43,34.65,28.01
2020-11-08T17:08:14,697,45,34.62,28.00
2020-11-08T17:08:24,672,41,34.55,28.02
2020-11-08T17:08:34,704,46,34.48,28.01
2020-11-08T17:08:44,728,49,34.59,28.02
2020-11-08T17:08:54,656,39,34.51,28.04
2020-11-08T17:09:04,683,43,34.52,28.04
2020-11-08T17:09:14,599,30,34.48,28.04
2020-11-08T17:09:24,584,28,34.49,28.04
2020-11-08T17:09:34,572,26,34.51,28.04
2020-11-08T17:09:44,578,27,34.54,28.03
2020-11-08T17:09:54,552,23,34.51,28.06
2020-11-08T17:10:04,584,28,34.74,28.03
2020-11-08T17:10:14,641,36,34.72,28.05
2020-11-08T17:10:24,605,31,34.59,28.05
2020-11-08T17:10:34,599,30,34.56,28.06
2020-11-08T17:10:44,584,28,34.53,28.05
2020-11-08T17:10:54,592,29,34.59,28.07
2020-11-08T17:11:04,605,31,34.44,28.07
2020-11-08T17:11:14,592,29,34.36,28.08
2020-11-08T17:11:24,599,30,34.50,28.07
2020-11-08T17:11:34,592,29,34.53,28.06
2020-11-08T17:11:44,612,32,34.59,28.06
2020-11-08T17:11:54,599,30,34.50,28.04
2020-11-08T17:12:04,612,32,34.67,28.05
2020-11-08T17:12:14,612,32,34.62,28.03
2020-11-08T17:12:24,652,38,34.71,28.00
2020-11-08T17:12:34,627,34,34.56,28.01
2020-11-08T17:12:44,605,31,34.53,28.02
2020-11-08T17:12:54,672,41,34.62,28.00
2020-11-08T17:13:04,612,32,34.52,28.00
2020-11-08T17:13:14,592,29,34.54,28.00
2020-11-08T17:13:24,592,29,34.57,28.01
2020-11-08T17:13:34,584,28,34.57,28.03
2020-11-08T17:13:44,578,27,34.54,28.02
2020-11-08T17:13:54,584,28,34.57,28.01
2020-11-08T17:14:04,584,28,34.58,28.01
2020-11-08T17:14:14,627,34,34.62,28.01
2020-11-08T17:14:24,572,26,34.41,27.97
2020-11-08T17:14:34,599,30,34.48,27.98
2020-11-08T17:14:44,652,38,34.56,27.97
2020-11-08T17:14:54,688,43,34.61,27.95
2020-11-08T17:15:04,746,52,34.62,27.99
2020-11-08T17:15:14,672,41,34.52,27.96
2020-11-08T17:15:24,641,36,34.52,27.97
2020-11-08T17:15:34,605,31,34.48,27.98
2020-11-08T17:15:44,1009,92,34.50,27.99
2020-11-08T17:15:54,889,74,34.53,27.99
2020-11-08T17:16:04,793,59,34.42,28.00
2020-11-08T17:16:14,834,66,34.41,27.99
2020-11-08T17:16:24,665,40,34.38,27.97
2020-11-08T17:16:34,627,34,34.38,27.97
2020-11-08T17:16:44,683,43,34.44,27.97
2020-11-08T17:16:54,665,40,34.44,27.97
2020-11-08T17:17:04,605,31,34.44,27.98
2020-11-08T17:17:14,783,58,34.52,27.97
2020-11-08T17:17:24,688,43,34.52,27.97
2020-11-08T17:17:34,728,49,34.45,27.97
2020-11-08T17:17:44,735,51,34.58,28.00
2020-11-08T17:17:54,746,52,34.45,27.98
2020-11-08T17:18:04,763,55,34.54,27.98
2020-11-08T17:18:14,688,43,34.51,28.00
2020-11-08T17:18:24,652,38,34.50,28.00
2020-11-08T17:18:34,810,62,34.63,27.98
2020-11-08T17:18:44,652,38,34.54,28.00
2020-11-08T17:18:54,612,32,34.61,27.99
2020-11-08T17:19:04,605,31,34.54,28.01
2020-11-08T17:19:14,578,27,34.60,27.99
2020-11-08T17:19:24,772,56,34.72,27.98
2020-11-08T17:19:34,688,43,34.54,28.01
2020-11-08T17:19:44,627,34,34.50,28.01
2020-11-08T17:19:54,599,30,34.52,28.01
2020-11-08T17:20:04,560,24,34.51,28.00
2020-11-08T17:20:14,552,23,34.57,27.99
2020-11-08T17:20:24,552,23,34.57,27.99
2020-11-08T17:20:34,612,32,34.72,27.99
2020-11-08T17:20:44,763,55,34.72,27.98
2020-11-08T17:20:54,802,61,34.80,27.99
2020-11-08T17:21:04,692,44,34.55,27.97
2020-11-08T17:21:14,656,39,34.63,27.99
2020-11-08T17:21:24,688,43,34.70,27.99
2020-11-08T17:21:34,735,51,34.71,28.01
2020-11-08T17:21:44,825,64,34.66,28.00
2020-11-08T17:21:54,754,53,34.69,28.02
2020-11-08T17:22:04,735,51,34.75,28.01
2020-11-08T17:22:14,754,53,34.76,28.00
2020-11-08T17:22:24,672,41,34.73,27.98
2020-11-08T17:22:34,1245,128,34.66,27.97
2020-11-08T17:22:44,1499,167,34.75,28.00
2020-11-08T17:22:54,970,86,34.63,27.96
2020-11-08T17:23:04,857,69,34.66,27.99
2020-11-08T17:23:14,783,58,34.62,27.97
2020-11-08T17:23:24,704,46,34.61,27.98
2020-11-08T17:23:34,656,39,34.65,28.01
2020-11-08T17:23:44,627,34,34.74,28.00
2020-11-08T17:23:54,599,30,34.69,28.02
2020-11-08T17:24:04,584,28,34.70,28.01
2020-11-08T17:24:14,560,24,34.62,27.99
2020-11-08T17:24:24,534,20,34.64,28.01
2020-11-08T17:24:34,546,22,34.61,28.01
2020-11-08T17:24:44,612,32,34.76,28.02
2020-11-08T17:24:54,624,34,34.75,28.02
2020-11-08T17:25:04,712,47,34.88,27.99
2020-11-08T17:25:14,909,77,34.89,27.99
2020-11-08T17:25:24,1053,99,34.86,28.03
2020-11-08T17:25:34,804,61,34.73,28.04
2020-11-08T17:25:44,746,52,34.77,28.01
2020-11-08T17:25:54,631,35,34.60,28.01
2020-11-08T17:26:04,612,32,34.66,28.02
2020-11-08T17:26:14,793,59,34.89,28.03
2020-11-08T17:26:24,804,61,34.83,27.99
2020-11-08T17:26:34,830,65,34.92,27.98
2020-11-08T17:26:44,798,60,34.93,28.02
2020-11-08T17:26:54,719,48,34.81,28.00
2020-11-08T17:27:04,804,61,34.90,28.01
2020-11-08T17:27:14,810,62,34.89,28.01
2020-11-08T17:27:24,742,52,34.83,28.00
2020-11-08T17:27:34,672,41,34.72,27.99
2020-11-08T17:27:44,634,35,34.80,28.01
2020-11-08T17:27:54,611,32,34.69,28.02
2020-11-08T17:28:04,578,27,34.65,28.02
2020-11-08T17:28:14,552,23,34.59,28.01
2020-11-08T17:28:24,552,23,34.68,28.00
2020-11-08T17:28:34,543,21,34.62,28.00
2020-11-08T17:28:44,627,34,34.82,28.01
2020-11-08T17:28:54,853,69,34.90,28.01
2020-11-08T17:29:04,853,69,34.87,28.02
2020-11-08T17:29:14,830,65,34.91,28.01
2020-11-08T17:29:24,819,63,34.86,27.99
2020-11-08T17:29:34,778,57,34.85,27.99
2020-11-08T17:29:44,759,54,34.84,27.98
2020-11-08T17:29:54,819,63,34.89,27.99
2020-11-08T17:30:04,787,58,34.87,28.00
2020-11-08T17:30:14,1041,97,34.79,27.99
2020-11-08T17:30:24,1295,136,34.74,27.98
2020-11-08T17:30:34,1245,128,34.78,27.99
2020-11-08T17:30:44,1224,125,34.76,27.98
2020-11-08T17:30:54,1204,122,34.76,28.01
2020-11-08T17:31:04,1330,141,34.82,27.99
2020-11-08T17:31:14,945,83,34.80,27.97
2020-11-08T17:31:24,933,81,34.84,27.99
2020-11-08T17:31:34,992,90,34.86,28.00
2020-11-08T17:31:44,1330,141,34.89,27.98
2020-11-08T17:31:54,1513,169,34.88,27.99
2020-11-08T17:32:04,1367,147,34.89,27.98
2020-11-08T17:32:14,992,90,34.82,28.00
2020-11-08T17:32:24,933,81,34.78,27.98
2020-11-08T17:32:34,956,84,34.84,27.99
2020-11-08T17:32:44,981,88,34.77,27.97
2020-11-08T17:32:54,956,84,34.79,28.01
2020-11-08T17:33:04,981,88,34.78,28.01
2020-11-08T17:33:14,810,62,34.72,27.99
2020-11-08T17:33:24,987,89,34.78,27.99
2020-11-08T17:33:34,1191,120,34.77,27.98
2020-11-08T17:33:44,874,72,34.75,27.98
2020-11-08T17:33:54,733,50,34.70,27.97
2020-11-08T17:34:04,754,53,34.74,27.97
2020-11-08T17:34:14,683,43,34.69,27.99
2020-11-08T17:34:24,665,40,34.76,28.00
2020-11-08T17:34:34,719,48,34.78,27.97
2020-11-08T17:34:44,692,44,34.82,27.99
2020-11-08T17:34:54,787,58,34.86,27.99
2020-11-08T17:35:04,704,46,34.81,27.99
2020-11-08T17:35:14,787,58,34.80,28.00
2020-11-08T17:35:24,1860,222,34.81,27.99
2020-11-08T17:35:34,1128,110,34.82,27.97
2020-11-08T17:35:44,1128,110,34.84,27.98
2020-11-08T17:35:54,1425,156,34.85,27.99
2020-11-08T17:36:04,1255,130,34.85,27.98
2020-11-08T17:36:14,1242,128,34.87,28.00
2020-11-08T17:36:24,992,90,34.90,27.99
2020-11-08T17:36:34,923,79,34.87,27.99
2020-11-08T17:36:44,923,79,34.83,28.01
2020-11-08T17:36:54,923,79,34.89,28.01
2020-11-08T17:37:04,1099,106,34.91,28.00
2020-11-08T17:37:14,981,88,34.94,28.02
2020-11-08T17:37:24,1053,99,34.87,27.99
